workplace,doctor_id
Private Practice,98607
Rural Health Unit,99713
Private Practice,49179
University Hospital,42202
Main Hospital,92974
Rural Health Unit,75432
Emergency Center,56600
Emergency Center,7560
Private Practice,83857
University Hospital,75399
University Hospital,6381
Clinic A,79309
Emergency Center,67774
Main Hospital,81490
University Hospital,58588
Private Practice,74695
Main Hospital,15159
University Hospital,86228
Emergency Center,8668
Rural Health Unit,40446
University Hospital,42736
Emergency Center,48981
University Hospital,15487
Rural Health Unit,92951
Clinic A,6312
Private Practice,71608
University Hospital,73364
Clinic A,78187
Private Practice,55410
Rural Health Unit,55920
Clinic A,79864
Main Hospital,73022
Emergency Center,81667
Private Practice,4388
University Hospital,58631
University Hospital,80055
Clinic B,77305
University Hospital,4967
Emergency Center,17549
Emergency Center,69665
University Hospital,86339
Private Practice,23833
Rural Health Unit,62559
Clinic A,27619
Clinic B,61676
Emergency Center,41892
Clinic B,36537
Clinic B,63249
Emergency Center,64334
Rural Health Unit,42689
Clinic A,22372
Clinic A,68077
Emergency Center,98193
University Hospital,60690
Private Practice,17810
Private Practice,2632
University Hospital,28184
Clinic B,99237
Rural Health Unit,30981
Private Practice,43616
University Hospital,29229
Rural Health Unit,90168
Clinic B,37768
Private Practice,1576
Private Practice,88684
University Hospital,58663
Private Practice,74750
Clinic A,69373
Clinic A,67672
Clinic A,91894
University Hospital,1634
Private Practice,4530
Clinic B,71711
Private Practice,99574
Clinic B,60344
Private Practice,3364
Clinic A,86814
Private Practice,26005
Private Practice,73278
Clinic A,7185
University Hospital,74710
University Hospital,23144
Private Practice,61934
Private Practice,13735
Clinic B,966
Private Practice,14853
Main Hospital,41250
Rural Health Unit,3168
Clinic B,21949
University Hospital,5573
Emergency Center,99318
University Hospital,9851
University Hospital,73403
Private Practice,50792
Private Practice,18720
Emergency Center,56872
Private Practice,14684
Private Practice,40934
Rural Health Unit,4652
University Hospital,29011
Clinic B,19638
Rural Health Unit,82806
Emergency Center,29528
Rural Health Unit,13261
Main Hospital,13365
University Hospital,40642
Main Hospital,29510
Main Hospital,88541
Emergency Center,21146
Clinic A,49191
Main Hospital,14692
Private Practice,75808
Main Hospital,36774
Clinic A,82220
Clinic B,83421
Rural Health Unit,18636
Rural Health Unit,50260
Clinic A,38203
Clinic B,38723
Private Practice,6674
Clinic B,39978
Clinic A,58861
Rural Health Unit,3251
Main Hospital,93030
Private Practice,57631
Rural Health Unit,22255
Clinic B,97386
Clinic A,39212
Rural Health Unit,58868
University Hospital,24632
Main Hospital,99724
Clinic B,46392
Rural Health Unit,50654
Emergency Center,46609
Main Hospital,97606
University Hospital,20347
Rural Health Unit,68284
Private Practice,42248
Private Practice,70976
University Hospital,69349
Rural Health Unit,44415
Clinic A,87915
Private Practice,13710
Private Practice,91233
University Hospital,13310
Emergency Center,36352
Clinic A,56883
University Hospital,64925
Rural Health Unit,23600
Rural Health Unit,64097
Rural Health Unit,53617
Private Practice,30614
Clinic B,19701
Private Practice,11252
Private Practice,11370
Main Hospital,56067
Emergency Center,28554
Emergency Center,88337
Emergency Center,16296
Rural Health Unit,26866
Private Practice,42417
Clinic B,8416
University Hospital,62051
Main Hospital,39087
Main Hospital,68037
Private Practice,98442
Clinic B,22344
Clinic A,28512
University Hospital,12279
Rural Health Unit,68170
Rural Health Unit,68767
Rural Health Unit,54056
Rural Health Unit,72742
Emergency Center,91573
Rural Health Unit,86397
Clinic A,52104
Private Practice,62070
Private Practice,1883
Private Practice,91073
Private Practice,69610
Clinic B,74360
Rural Health Unit,58725
University Hospital,41510
University Hospital,5601
Private Practice,44651
University Hospital,65312
Clinic A,92242
Rural Health Unit,4869
Private Practice,40313
Clinic A,55801
Clinic B,60187
Emergency Center,85217
Clinic A,6453
Private Practice,32900
Main Hospital,88533
Clinic A,46339
Clinic A,73774
Private Practice,89278
University Hospital,21783
Main Hospital,34993
Emergency Center,15799
Main Hospital,71638
Emergency Center,94472
Clinic B,28032
University Hospital,67175
Clinic B,80572
Clinic A,65855
Clinic A,21819
University Hospital,48952
Rural Health Unit,83178
Clinic B,98070
Main Hospital,62763
Clinic B,3759
Emergency Center,86506
Private Practice,21564
Clinic A,11980
Main Hospital,81238
Clinic A,2189
Clinic B,68798
University Hospital,52462
Main Hospital,72872
Rural Health Unit,69001
Private Practice,31605
University Hospital,27300
Rural Health Unit,25860
Private Practice,4004
Clinic B,32707
Emergency Center,57941
Rural Health Unit,30951
University Hospital,76023
University Hospital,50204
Clinic B,76365
Main Hospital,87820
Rural Health Unit,18120
Private Practice,88485
Clinic B,51229
University Hospital,10317
Clinic A,81687
Clinic A,24413
University Hospital,73494
Main Hospital,36341
Rural Health Unit,33102
University Hospital,29935
Clinic A,84768
Emergency Center,46953
University Hospital,42245
University Hospital,51696
Emergency Center,52855
Main Hospital,9175
Clinic B,15647
Clinic A,89763
Clinic A,48007
Private Practice,29490
Clinic B,44103
Clinic B,85478
Clinic B,66542
Clinic B,46576
Clinic A,55878
Rural Health Unit,24660
University Hospital,16099
University Hospital,55463
Emergency Center,95450
University Hospital,57132
Rural Health Unit,42006
Rural Health Unit,22970
Private Practice,1820
Main Hospital,87604
Main Hospital,48425
Private Practice,8068
Clinic B,22744
Emergency Center,80956
Clinic A,27789
Private Practice,69854
University Hospital,99432
University Hospital,96858
Clinic A,65927
Main Hospital,34135
Private Practice,17188
Clinic B,45715
Emergency Center,30413
Rural Health Unit,32802
Main Hospital,88180
Emergency Center,14085
Clinic B,1978
University Hospital,35594
Private Practice,50904
Clinic B,50144
Main Hospital,96106
University Hospital,31843
Rural Health Unit,10413
Rural Health Unit,24485
Clinic B,23607
University Hospital,89406
Rural Health Unit,77137
University Hospital,44757
Emergency Center,27420
Emergency Center,7006
Main Hospital,86902
Clinic B,60648
Private Practice,32950
Clinic A,35247
Clinic B,85553
University Hospital,99262
Main Hospital,33118
Main Hospital,54409
Clinic A,28819
Rural Health Unit,32501
University Hospital,50627
University Hospital,6127
Main Hospital,91191
Private Practice,72904
Main Hospital,39413
Clinic A,51570
Private Practice,81075
Private Practice,66031
Rural Health Unit,7989
Clinic A,82548
Rural Health Unit,29480
Private Practice,10894
Emergency Center,37008
Rural Health Unit,37881
Main Hospital,71377
Clinic A,45811
University Hospital,38091
Rural Health Unit,10573
Private Practice,25225
Private Practice,50893
Rural Health Unit,72533
Emergency Center,56261
Private Practice,39917
Rural Health Unit,63400
Main Hospital,13854
Private Practice,54469
Private Practice,63438
Clinic A,51765
Main Hospital,13218
Emergency Center,74615
Private Practice,60210
Clinic B,89196
Main Hospital,29432
Main Hospital,34739
Main Hospital,10050
Main Hospital,87481
Clinic A,19784
Rural Health Unit,79775
Clinic B,12009
University Hospital,11414
Main Hospital,3501
University Hospital,28241
Rural Health Unit,8026
Clinic A,37273
Clinic B,18906
Emergency Center,65506
Emergency Center,39562
Emergency Center,22123
Private Practice,18331
Emergency Center,68316
Emergency Center,34858
Clinic B,34240
Main Hospital,80066
Emergency Center,9456
Private Practice,84200
Main Hospital,34054
University Hospital,60244
Main Hospital,64933
Private Practice,16717
Private Practice,50711
University Hospital,55563
Main Hospital,13526
Rural Health Unit,60617
Private Practice,85494
University Hospital,60120
Main Hospital,42164
Private Practice,12597
Rural Health Unit,68964
Main Hospital,34265
Clinic B,4317
University Hospital,54521
Main Hospital,72107
Clinic B,72669
Rural Health Unit,72313
Private Practice,59777
Clinic B,82526
University Hospital,1321
Main Hospital,22289
Clinic B,21932
Rural Health Unit,7799
Emergency Center,21844
Emergency Center,28398
Emergency Center,26244
Rural Health Unit,42441
Private Practice,47114
Main Hospital,28975
Emergency Center,3505
Clinic A,83393
University Hospital,79917
Clinic A,60843
Clinic A,10600
Private Practice,44195
Emergency Center,5781
Rural Health Unit,45428
Rural Health Unit,73065
Rural Health Unit,65239
University Hospital,43276
Clinic B,92039
Private Practice,73678
Clinic A,24540
Clinic B,45213
Private Practice,40404
Rural Health Unit,90321
Rural Health Unit,50638
Private Practice,57602
Private Practice,7443
Clinic B,40290
Main Hospital,5971
University Hospital,45120
Rural Health Unit,98422
University Hospital,95376
Clinic A,47197
Main Hospital,68831
Main Hospital,7045
Main Hospital,31282
University Hospital,37726
University Hospital,43114
Emergency Center,85034
University Hospital,70099
University Hospital,36622
Main Hospital,37855
Clinic B,11419
Clinic A,60395
Private Practice,81752
Private Practice,29275
Private Practice,40077
Clinic B,82818
Clinic A,95312
Emergency Center,41689
Private Practice,83911
Rural Health Unit,2600
University Hospital,69667
Clinic A,75133
Clinic A,29772
Clinic A,91085
Clinic A,93952
University Hospital,45551
Rural Health Unit,60978
Clinic B,67413
Clinic A,13059
Main Hospital,49851
Clinic A,27241
Private Practice,49199
Rural Health Unit,23491
University Hospital,19758
Rural Health Unit,29853
Main Hospital,66497
Rural Health Unit,83034
Rural Health Unit,22080
University Hospital,10074
Emergency Center,79208
Private Practice,4687
University Hospital,52670
Main Hospital,27511
Clinic B,5549
Private Practice,60404
Main Hospital,88315
Clinic B,13446
Main Hospital,67610
Clinic A,77430
Private Practice,5522
University Hospital,13767
Emergency Center,32276
Clinic B,39481
Clinic B,14262
Clinic A,259
Private Practice,34242
Private Practice,17236
Clinic A,79115
Main Hospital,83977
Clinic B,99474
University Hospital,24090
Main Hospital,7340
Clinic A,49278
Clinic B,51394
Emergency Center,94544
Emergency Center,56272
Clinic B,92758
University Hospital,20473
Private Practice,29240
Clinic B,23147
Private Practice,76140
University Hospital,39229
Clinic A,48454
University Hospital,84425
University Hospital,25770
Clinic B,72458
Rural Health Unit,84401
Clinic B,2835
Emergency Center,45294
Clinic A,23842
Main Hospital,9180
Clinic B,59818
Clinic A,71789
Rural Health Unit,83627
Clinic A,88
Private Practice,87554
Private Practice,98360
Private Practice,18721
Emergency Center,84851
Clinic B,63422
Rural Health Unit,93735
Clinic B,83089
Clinic A,45249
Private Practice,8514
Private Practice,81146
Clinic B,24423
Emergency Center,57413
Emergency Center,38072
Emergency Center,3920
Clinic B,17721
Rural Health Unit,83908
Clinic B,76862
Emergency Center,22223
University Hospital,74506
Main Hospital,9618
Clinic A,45615
Private Practice,72041
University Hospital,84866
Main Hospital,2755
Rural Health Unit,20457
Clinic B,15398
Rural Health Unit,33561
Rural Health Unit,84824
Clinic A,24480
University Hospital,65439
Clinic A,71531
Clinic B,57272
Private Practice,30177
Private Practice,96388
Main Hospital,92429
Private Practice,14976
Main Hospital,86738
Main Hospital,96073
Rural Health Unit,25128
University Hospital,22768
Private Practice,36498
Main Hospital,74124
Rural Health Unit,2520
University Hospital,50516
University Hospital,32957
Emergency Center,28702
Rural Health Unit,23631
University Hospital,84270
Clinic A,15353
Main Hospital,54850
University Hospital,72702
Clinic B,88029
University Hospital,69288
University Hospital,45408
Emergency Center,1125
Private Practice,6378
Rural Health Unit,47278
Clinic A,56502
Clinic B,16620
Emergency Center,78148
Clinic A,99919
Rural Health Unit,64659
University Hospital,57992
Private Practice,57525
Rural Health Unit,84107
Clinic B,17337
Clinic A,51598
Emergency Center,56275
University Hospital,42597
University Hospital,37284
Main Hospital,7434
Emergency Center,15161
Clinic B,12692
University Hospital,68190
Main Hospital,2421
Private Practice,29279
Clinic A,18521
Rural Health Unit,56561
Rural Health Unit,23603
University Hospital,18627
Private Practice,81888
Clinic A,46173
Rural Health Unit,38539
University Hospital,88585
Clinic A,8118
Emergency Center,58037
Clinic A,2102
Clinic A,20587
University Hospital,14596
University Hospital,53595
Private Practice,58429
Rural Health Unit,72399
Clinic A,38611
Private Practice,69075
Private Practice,68573
Emergency Center,93210
Clinic B,10056
Main Hospital,13684
Clinic A,47043
Rural Health Unit,41776
Emergency Center,45490
Clinic A,14162
Main Hospital,40437
Clinic B,7807
Clinic B,43639
Clinic A,82875
Main Hospital,27391
Private Practice,11080
Clinic A,80716
University Hospital,20481
Rural Health Unit,58145
Clinic B,99938
Emergency Center,33412
Emergency Center,77092
Emergency Center,85822
Main Hospital,62110
Main Hospital,99864
Private Practice,16739
Clinic B,56562
Main Hospital,50920
Private Practice,39970
University Hospital,43153
Private Practice,34341
Rural Health Unit,92891
Clinic B,61407
Rural Health Unit,67035
Private Practice,46292
Clinic B,17229
University Hospital,41670
University Hospital,34017
University Hospital,50493
Clinic A,33415
Emergency Center,14605
Private Practice,44745
Emergency Center,27738
Clinic B,25885
University Hospital,52140
Private Practice,86638
Rural Health Unit,96541
Main Hospital,64754
University Hospital,13434
Clinic B,79912
Emergency Center,78335
Clinic A,29190
University Hospital,8583
Emergency Center,14847
Clinic B,59106
Rural Health Unit,25876
Rural Health Unit,40988
Clinic B,42256
Emergency Center,13137
Rural Health Unit,9045
Emergency Center,30470
University Hospital,16508
Main Hospital,43221
University Hospital,66885
Clinic A,82930
Emergency Center,3979
Clinic A,25281
Clinic A,36012
Main Hospital,11741
University Hospital,99773
Private Practice,22214
Clinic B,12373
Clinic A,77007
Clinic A,88809
Clinic A,73244
Clinic A,40679
Clinic B,35401
University Hospital,35940
Private Practice,24348
Rural Health Unit,43564
Main Hospital,78018
Private Practice,6185
Clinic A,54564
Emergency Center,75228
Rural Health Unit,9768
Clinic B,28401
Private Practice,47699
Main Hospital,7709
Emergency Center,26405
Private Practice,56629
Emergency Center,64940
Emergency Center,95973
Clinic A,59043
University Hospital,26086
Clinic A,90913
Private Practice,88880
Rural Health Unit,5615
Emergency Center,88722
Main Hospital,83155
Clinic A,5909
Main Hospital,20107
Clinic A,68073
University Hospital,10176
University Hospital,15413
Clinic A,93115
Clinic A,36195
Private Practice,17716
University Hospital,88917
Main Hospital,47335
University Hospital,90751
Clinic A,25002
Main Hospital,14364
Clinic A,98321
Clinic B,17264
Clinic A,67667
University Hospital,27136
Emergency Center,44205
University Hospital,29019
University Hospital,31568
Private Practice,63788
Main Hospital,95733
Private Practice,95604
Private Practice,43431
Private Practice,61192
Rural Health Unit,45852
Clinic B,40892
Main Hospital,82171
Clinic A,18553
Emergency Center,2948
University Hospital,13941
Emergency Center,67593
